CodUsina;Usina;Sistema;Empresa;Posto;Posto BDH;Jusante;Desvio;Vol.Máx.(hm3);Vol.min.(hm3);Cota Máx.(m);Cota min.(m);Vol.Vert.(hm3);Vol.Desv.(hm3);PCV(0);PCV(1);PCV(2);PCV(3);PCV(4);PAC(0);PAC(1);PAC(2);PAC(3);PAC(4);Evap.Men.(1);Evap.Men.(2);Evap.Men.(3);Evap.Men.(4);Evap.Men.(5);Evap.Men.(6);Evap.Men.(7);Evap.Men.(8);Evap.Men.(9);Evap.Men.(10);Evap.Men.(11);Evap.Men.(12);Prod.Esp.(MW/m3/s/m);Canal Fuga Médio(m);TEIF(%);IP(%);Tipo Turbina;Num.Conj.Máq.;Num.Pols.Jus.;Fat.Carga Máx.(%);Fat.Carga mín.(%);Tipo Perdas(1=%/2=M/3=K);Valor Perdas;Vazão Mín.Hist.(m3/s);Num.Unid.Base;Infl.Vert.Canal de Fuga;Rep.Conj(0=aprox/1=det/2=simp);#Maq(1);PotEf(1);QEf(1);HEf(1);#Maq(2);PotEf(2);QEf(2);HEf(2);#Maq(3);PotEf(3);QEf(3);HEf(3);#Maq(4);PotEf(4);QEf(4);HEf(4);#Maq(5);PotEf(5);QEf(5);HEf(5);QHTA0(1);QHTA1(1);QHTA2(1);QHTA3(1);QHTA4(1);QHTA0(2);QHTA1(2);QHTA2(2);QHTA3(2);QHTA4(2);QHTA0(3);QHTA1(3);QHTA2(3);QHTA3(3);QHTA4(3);QHTA0(4);QHTA1(4);QHTA2(4);QHTA3(4);QHTA4(4);QHTA0(5);QHTA1(5);QHTA2(5);QHTA3(5);QHTA4(5);QHGA0(1);QHGA1(1);QHGA2(1);QHGA3(1);QHGA4(1);QHGA0(2);QHGA1(2);QHGA2(2);QHGA3(2);QHGA4(2);QHGA0(3);QHGA1(3);QHGA2(3);QHGA3(3);QHGA4(3);QHGA0(4);QHGA1(4);QHGA2(4);QHGA3(4);QHGA4(4);QHGA0(5);QHGA1(5);QHGA2(5);QHGA3(5);QHGA4(5);PHA0(1);PHA1(1);PHA2(1);PHA3(1);PHA4(1);PHA0(2);PHA1(2);PHA2(2);PHA3(2);PHA4(2);PHA0(3);PHA1(3);PHA2(3);PHA3(3);PHA4(3);PHA0(4);PHA1(4);PHA2(4);PHA3(4);PHA4(4);PHA0(5);PHA1(5);PHA2(5);PHA3(5);PHA4(4);PJA0(1);PJA1(1);PJA2(1);PJA3(1);PJA4(1);PJRM(1);PJA0(2);PJA1(2);PJA2(2);PJA3(2);PJA4(2);PJRM(2);PJA0(3);PJA1(3);PJA2(3);PJA3(3);PJA4(3);PJRM(3);PJA0(4);PJA1(4);PJA2(4);PJA3(4);PJA4(4);PJRM(4);PJA0(5);PJA1(5);PJA2(5);PJA3(5);PJA4(5);PJRM(5);Data;Obs;Vol.Ref.;Reg;
63;ROSANA      ;1 - Sudeste;55 - ;63;0       ;66 - ITAIPU      ;0 - NÃO HÁ;1918,00;1918,00;258,00;258,00;1918,00;1918,00;2,580000E+02;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;2,176600E+02;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;9;18;28;39;69;64;43;38;37;-15;-14;9;0,009143;237,43;1,087;4,890;2 - Kaplan/Propeller;1;1;100,00;0,00;2;0,19;227;2;Yes;2;4;88,5;617;15,70;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;2,352750E+02;1,590590E-03;-9,205140E-08;2,003490E-12;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;1918,00;D;
66;ITAIPU      ;1 - Sudeste;40 - Itaipu;266;0       ;0 - NÃO HÁ;0 - NÃO HÁ;29403,91;27695,19;220,30;219,00;27695,19;27695,19;1,640489E+02;4,806744E-03;-1,894415E-07;4,205011E-12;-3,772223E-17;2,410482E+05;-4,957824E+03;3,850716E+01;-1,341141E-01;1,772947E-04;14;32;51;57;60;49;30;26;13;-20;-33;-20;0,009025;103,74;1,859;4,822;1 - Francis;2;1;100,00;0,00;1;1,69;2839;15;Yes;2;10;700,0;663;117,00;10;700,0;663;117,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;8,958085E+01;1,466549E-03;-2,217720E-08;2,310920E-13;-9,099918E-19;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;29403,91;S;
71;STA CLARA PR;2 - Sul;23 - Copel;71;0       ;72 - FUNDAO      ;0 - NÃO HÁ;431,00;169,00;805,00;787,50;431,00;169,00;7,661250E+02;1,688660E-01;-3,128119E-04;3,990190E-07;-2,247790E-10;1,980000E+03;-2,291639E+00;-2,228240E-03;2,511280E-08;3,133220E-09;13;23;39;53;52;42;27;22;6;-15;-10;4;0,008829;706,10;2,660;4,073;1 - Francis;1;1;100,00;0,00;2;1,80;14;2;Yes;2;2;60,1;81;84,35;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;7,055000E+02;3,579970E-03;8,094619E-06;-1,967750E-08;1,216980E-11;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;431,00;M;
72;FUNDAO      ;2 - Sul;23 - Copel;72;0       ;73 - JORDAO      ;0 - NÃO HÁ;35,00;35,00;705,50;705,50;35,00;35,00;6,689053E+02;2,781376E+00;-1,120216E-01;2,600500E-03;-2,296814E-05;-7,076037E+05;4,096383E+03;-8,890800E+00;8,574167E-03;-3,100000E-06;14;28;48;64;62;52;33;26;9;-13;-9;6;0,008829;609,00;0,699;4,493;1 - Francis;1;1;100,00;0,00;2;3,06;14;2;Yes;2;2;60,1;76;89,45;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;6,049180E+02;2,780990E-02;-4,626789E-05;3,358990E-08;-8,917550E-12;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;35,00;D;
73;JORDAO      ;2 - Sul;23 - Copel;73;0       ;77 - SLT.SANTIAGO;76 - SEGREDO     ;110,00;85,00;610,00;602,00;110,00;85,00;5,747998E+02;3,200000E-01;0,000000E+00;0,000000E+00;0,000000E+00;1,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;9;28;54;75;75;64;45;32;15;-12;-14;-1;0,000000;602,00;0,000;0,000;0 - NÃO HÁ;0;1;100,00;0,00;1;0,00;15;0;No;2;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;6,020000E+02;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;110,00;M;
74;G.B. MUNHOZ ;2 - Sul;23 - Copel;74;0       ;76 - SEGREDO     ;0 - NÃO HÁ;5779,00;1974,00;742,00;700,00;3898,00;1974,00;6,508760E+02;3,498680E-02;-6,500180E-06;7,777969E-10;-3,952860E-14;1,230300E+04;-3,593359E+01;2,633960E-02;0,000000E+00;0,000000E+00;2;21;41;61;63;56;39;30;7;-17;-19;-10;0,009025;602,00;5,133;5,743;1 - Francis;1;1;100,00;0,00;1;1,31;80;2;Yes;2;4;419,0;344;135,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;6,018860E+02;1,105830E-03;4,208850E-07;-8,311470E-11;4,761118E-15;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;5779,00;M;
75;S GDE CHOPIM;2 - Sul;52 - Externas Sul;65;0       ;82 - SALTO CAXIAS;0 - NÃO HÁ;186,08;186,08;507,00;507,00;186,08;186,08;5,070000E+02;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;1,322000E+01;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;14;32;57;76;75;62;42;29;16;-13;-13;-2;0,008927;463,00;2,333;6,861;1 - Francis;1;1;100,00;0,00;2;1,70;6;2;Yes;2;3;17,8;47;42,30;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;4,622623E+02;3,166470E-03;-4,879014E-07;5,016784E-11;-2,010793E-15;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;186,08;D;
76;SEGREDO     ;2 - Sul;23 - Copel;76;0       ;77 - SLT.SANTIAGO;0 - NÃO HÁ;2950,00;2562,00;607,00;602,00;2562,00;2562,00;5,525449E+02;2,469220E-02;-2,103429E-06;0,000000E+00;0,000000E+00;-5,861299E+02;8,019969E-01;4,882528E-04;0,000000E+00;0,000000E+00;6;26;54;76;77;67;47;34;15;-13;-16;-5;0,009026;490,00;3,962;3,916;1 - Francis;1;1;100,00;0,00;2;1,90;94;3;Yes;2;4;315,0;317;110,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;4,900388E+02;6,084099E-05;2,924760E-07;-2,320119E-11;4,564500E-16;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;2950,00;M;
77;SLT.SANTIAGO;2 - Sul;24 - Eletrosul;77;0       ;78 - SALTO OSORIO;0 - NÃO HÁ;6775,00;2662,00;506,00;481,00;3317,20;2662,00;4,477319E+02;1,823320E-02;-2,871219E-06;3,002598E-10;-1,272970E-14;-9,865199E+03;5,443188E+01;-9,163177E-02;2,068469E-05;5,052520E-08;8;27;54;76;79;67;47;33;18;-12;-17;-6;0,009290;397,52;3,088;3,701;1 - Francis;1;1;100,00;0,00;2;1,66;116;3;Yes;2;4;355,0;375;102,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;3,944158E+02;2,111010E-03;-7,923069E-08;2,351569E-12;-2,713859E-17;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;6775,00;M;
78;SALTO OSORIO;2 - Sul;24 - Eletrosul;78;0       ;82 - SALTO CAXIAS;0 - NÃO HÁ;1124,00;1124,00;397,00;397,00;1124,00;1124,00;3,970000E+02;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;5,600000E+01;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;9;27;51;69;75;63;43;30;18;-15;-19;-8;0,008829;324,00;0,299;2,991;1 - Francis;2;1;100,00;0,00;1;2,14;119;4;Yes;2;4;182,0;301;68,40;2;175,0;290;68,40;0;0,0;0;0,00;0;0,0;0;0,00;0;0,0;0;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;3,218369E+02;2,280990E-03;-1,402710E-07;3,841880E-12;-5,363039E-17;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,000000E+00;0,00;28/12/17;                                           ;1124,00;D;
